1a. State,1b. LEA or entity name,1c. LEA ID,1f. City,2c. Fleet operator 1,2c. Fleet operator 2,3a. Number of ESBs committed ,3n. Current status of bus,3o. Batch,3p. Quarter awarded,3q. Quarter ordered,3r. Quarter delivered,3s. Quarter first operating,3t. Bus OEM,3u. Electric powertrain manufacturer,3v. Model,3w. Type,3x. Dealer,3y. Multiple funding sources used?,3z. Funding source 1,3aa. Agency administering funds 1,3z. Funding source 2,3aa. Agency administering funds 2,3z. Funding source 3,3aa. Agency administering funds 3,3z. Funding source 4,3aa. Agency administering funds 4,3ab. Dollar amount toward bus,3ac. Charging company,3ad. Charging funding source,3ae. Dollar amount toward charger
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PALM BEACH,1201500,WEST PALM BEACH,,,50,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,PINELLAS,1201560,LARGO,,,20,Operating,1,2021 Q2,2022 Q1,2022 Q4,2023 Q1,,,,,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,SARASOTA,1201680,SARASOTA,,,13,Operating,1,2021 Q2,2022 Q1,2023 Q3,2024 Q1,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,SARASOTA,1201680,SARASOTA,,,13,Operating,1,2021 Q2,2022 Q1,2023 Q3,2024 Q1,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
FLORIDA,SARASOTA,1201680,SARASOTA,,,13,Operating,1,2021 Q2,2022 Q1,2023 Q3,2024 Q1,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,VW Settlement,Florida Department of Environmental Protection,,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Atlanta Public Schools,1300120,Atlanta,,,25,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Clayton County,1301230,Jonesboro,,,100,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Blue Bird,,Vision Electric,C,Yancey Bros Co.,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Clayton County,1301230,Jonesboro,,,100,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Peach State Truck Centers,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Clayton County,1301230,Jonesboro,,,100,Operating,1,2022 Q4,2023 Q1,2023 Q4,2023 Q4,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Peach State Truck Centers,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
GEORGIA,Clayton County,1301230,Jonesboro,,,100,Operating,1,2022 Q4,2023 Q1,2024 Q2,2024 Q2,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,Peach State Truck Centers,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
SOUTH CAROLINA,Orangeburg,4503910,Orangeburg,,,20,Operating,2,2022 Q4,2023 Q1,2023 Q3,2023 Q3,Thomas Built Buses,Proterra,Saf-T-Liner C2 Jouley,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
SOUTH DAKOTA,Garretson School District 49-4,4626370,Garretson,,,3,Operating,1,2022 Q4,2023 Q2,2023 Q4,2023 Q4,Lion Electric,,LionC,C,,No,Clean School Bus Rebate Program,Environmental Protection Agency (EPA),,,,,,,"$375,000 ",,,"$20,000 "
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,Van Pool Transportation,Not assigned,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
ILLINOIS,City of Chicago SD 299,1709930,Chicago,,,81,Awarded,2,2023 Q4,,,,,,,,,No,Clean School Bus Grant Program,Environmental Protection Agency (EPA),,,,,,,,,,
